Name;Length;WingSpan;WingArea;EmptyMass;MaxFuelMass;CritAirSpd;CritAirSpdMach;CritGearSpd;CombatFlaps;TakeoffFlaps;CritFlapsSpd;CritWingOverload;NumEngines;RPM;MaxNitro;NitroConsum;CritAoA
bf-109g-14as;9.16;;;2790.0;296.0;;;360.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;63.0;0;
bf-109g-2;9.16;;;2570.0;296.0;;;360.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;0.0;0;
bf-109g-2_romania;9.16;;;2570.0;296.0;;;360.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;0.0;0;
bf-109g-6;9.16;;;2730.0;296.0;;;360.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;63.0;0;
bf-109k-4;9.16;;;2840.0;296.0;;;360.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;63.0;0;
bf-109z;9.048;;;5110.0;825.0;;;360.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;0.0;0;
bf-110c-4;12.07;;;5191.0;953.0;;;320.0;20.0;33.0;0.1,490.0,1.0,290.0;;;;0.0;0;
bf-110c-6;12.65;;;5361.0;965.0;;;320.0;20.0;33.0;0.1,490.0,1.0,290.0;;;;0.0;0;
bf-110c-7;12.65;;;5232.0;965.0;715.0;;320.0;20.0;33.0;0.1,490.0,1.0,290.0;;2;400.0,2600.0,2950.0;0.0;0;
bf-110f-2;12.65;;;6227.27;965.0;745.0;;320.0;20.0;33.0;0.1,490.0,1.0,290.0;;2;400.0,2700.0,2950.0;0.0;0;
bf-110g-2;12.65;;;6466.0;965.0;745.0;;320.0;20.0;33.0;0.1,490.0,1.0,290.0;;2;500.0,2800.0,3150.0;0.0;0;
bf-110g-4;12.65;16.276;34.8;6663.0;965.0;745.0;0.85;320.0;20.0;33.0;0.1,490.0,1.0,290.0;-180000.0,459550.0;2;500.0,2800.0,3150.0;0.0;0;
bf2c_1;7.14;12.76;24.32;1623.0;310.0;600.0;0.7;280.0;0;33.0;0.1,320.0,0.5,240.0,1.0,190.0;-57494.0,114989.0;1;400.0,1960.0,2450.0;0.0;0;17.5,-12.0,17.0,-12.0
bf_109t_2;8.738;11.1;17.5;2316.0;303.0;790.0;0.82;320.0;20.0;33.0;0.1,500.0,0.5,450.0,0.7,390.0,1.0,280.0;-66000.0,148000.0;1;400.0,2600.0,2950.0;0.0;0;18.2,-14.0,15.1,-17.0
bi;6.4;;;834.0;705.0;770.0;;420.0;0;33.0;0.1,520.0,1.0,320.0;;1;100.0,1600.0,1800.0;0.0;0;
blenheim_mkiv;12.7;17.17;43.57;4631.0;1530.0;482.0;0.62;236.0;20.0;33.0;0.1,316.0,1.0,211.0;-142500.0,345500.0;2;600.0,2751.0,3120.0;0.0;0;15.0,-14.2,14.4,-14.0
bo_105cb2;16.0;;;1420.0;444.0;;;320.0;0;33.0;0.0,1600.0,0.21,1564.0,0.33,1351.0,1.0,1315.0;;;;0.0;0;
bo_105pah1;16.0;;;1420.0;444.0;;;320.0;0;33.0;0.0,1600.0,0.21,1564.0,0.33,1351.0,1.0,1315.0;;;;0.0;0;
bo_105pah1_a1;16.0;;;1420.0;444.0;;;320.0;0;33.0;0.0,1600.0,0.21,1564.0,0.33,1351.0,1.0,1315.0;;;;0.0;0;
boomerang_mki;8.17483;10.9728;20.9;2759.08;522.539;693.0;0.77;320.0;20.0;33.0;0.1,520.4,1.0,225.0;-151230.0,201640.0;1;400.0,2700.0,3060.0;0.0;0;18.0,-14.7,20.0,-14.5
boomerang_mkii;8.17483;10.9728;20.9;2759.08;522.539;693.0;0.77;320.0;20.0;33.0;0.1,520.4,1.0,225.0;-151230.0,201640.0;1;400.0,2700.0,3060.0;0.0;0;18.0,-14.7,20.0,-14.5
boston_mk_1;14.32;18.694;43.1813;5510.0;886.0;665.0;0.703;296.0;20.0;33.0;0.1,445.0,1.0,296.0;-131700.0,263400.0;2;550.0,2700.0,2800.0;0.0;0;16.0,-15.5,14.5,-13.0
br_20_dr;16.175;21.56;74.0;6835.0;1720.0;675.0;0.73;310.0;0;33.0;0.1,480.0,1.0,280.0;-173215.0,247450.0;2;450.0,2200.0,2350.0;0.0;0;18.0,-16.0,17.0,-15.0
br_693_ab2;9.69;15.36;29.1;3141.0;584.0;591.0;0.65;295.0;20.0;33.0;0.1,430.0,0.33,320.0,1.0,294.0;-123500.0,185500.0;2;500.0,3030.0,3100.0;0.0;0;15.5,-17.0,14.0,-16.0
breda_88;10.75;;;4889.0;1135.0;;;262.0;0;33.0;0.1,425.0,1.0,283.0;;;;0.0;0;
brigand_b1;14.15;22.05;66.6;11411.0;3462.0;680.0;0.75;342.0;0;33.0;0.1,450.0,1.0,270.0;-230000.0,611000.0;2;500.0,2700.0,3000.0;200.0;0;17.0,-14.5,16.0,-15.0
btd-1;11.765;;;6236.0;1307.0;885.0;;253.0;20.0;33.0;0.1,380.0,1.0,253.0;;1;600.0,2800.0,3000.0;0.0;0;
buccaneer_s1;16.95;;;12200.0;5550.0;1074.0;;416.0;20.0;33.0;0.2,518.0,0.33,463.0,1.0,370.0;;1;4200.0,9200.0,12000.0;0.0;0;
buccaneer_s2;16.95;;;14000.0;5769.0;1074.0;;416.0;20.0;33.0;0.2,518.0,0.33,463.0,1.0,370.0;;1;5000.0,12900.0,15000.0;0.0;0;
buccaneer_s2b;16.95;;;14320.0;8796.0;1074.0;;416.0;20.0;33.0;0.2,518.0,0.33,463.0,1.0,370.0;;1;5000.0,12900.0,15000.0;0.0;0;
bv-138c-1;19.9;26.936;111.996;12843.0;1849.8;405.0;0.75;450.0;20.0;33.0;0.1,300.0,1.0,185.0;-204033.0,354033.0;3;450.0,2800.0,3000.0;0.0;0;17.0,-13.5,16.0,-13.5
bv-155b-1;12.1;20.33;42.4;5440.0;370.0;730.0;0.82;360.0;20.0;33.0;0.1,460.0,1.0,260.0;-110000.0,290000.0;1;500.0,2700.0,2900.0;0.0;0;18.5,-14.0,17.5,-14.0
bv-238;43.35;60.0;360.0;54000.0;23140.0;546.0;0.65;250.0;20.0;33.0;0.1,420.0,1.0,250.0;-750000.0,1500000.0;6;450.0,2700.0,2900.0;0.0;0;15.0,-11.0,14.0,-14.0
c-47;19.647;28.813;91.7;7283.0;2332.5;700.0;0.73;310.0;0;33.0;0.1,520.4,1.0,320.4;-173215.0,247450.0;2;350.0,2400.0,2800.0;0.0;0;16.2,-14.0,15.1,-17.0
c_3604;10.25;13.74;28.7;3327.0;380.0;682.0;0.6065;320.0;31.0;63.0;0.1,470.0,1.0,270.0;-94544.0,189087.0;1;450.0,2600.0,2800.0;0.0;0;16.7,-13.0,16.0,-14.5
ca_27_mk_32;11.42;11.32;28.2;5410.0;2950.0;1170.0;1.2;350.0;20.0;33.0;0.1,620.4,1.0,350.4;-203792.0,390000.0;1;2750.0,7900.0,10000.0;0.0;0;17.1,-14.0,15.0,-17.0
canberra_bimk6;19.96;19.51;88.8;10300.0;6900.0;990.0;0.82;450.0;0;33.0;0.1,520.4,1.0,320.4;-409812.0,659812.0;2;5000.0,7800.0,8000.0;0.0;0;15.0,-13.35,11.0,-22.0
canberra_bmk2;19.96;19.51;88.8;10300.0;4800.0;990.0;0.82;450.0;0;33.0;0.1,520.4,1.0,320.4;-309812.0,649812.0;2;5000.0,7800.0,8000.0;0.0;0;15.0,-13.35,11.0,-22.0
caudron_cr714;8.632;8.97;12.4832;1579.0;157.0;735.0;0.78;240.0;20.0;33.0;0.1,350.0,0.5,280.0,1.0,240.0;-51502.0,103005.0;1;800.0,2500.0,2750.0;0.0;0;17.57,-17.7,16.0,-15.0
corsair_fmk2;10.26;12.13;28.6678;4437.0;975.0;885.0;0.82;730.0;20.0;33.0;0.2,470.0,0.33,278.0,1.0,245.0;-106792.0,300352.0;1;600.0,2700.0,3060.0;39.0;0;18.0,-12.0,15.8,-18.5
cr_32;7.453;;;1441.0;268.0;;;590.0;0;33.0;0.1,520.4,1.0,320.4;;1;600.0,2750.0,3200.0;0.0;0;
cr_32_bis;7.453;;;1551.0;268.0;;;590.0;0;33.0;0.1,520.4,1.0,320.4;;1;600.0,2890.0,3200.0;0.0;0;
cr_32_quater;7.453;;;1496.0;268.0;;;590.0;0;33.0;0.1,520.4,1.0,320.4;;1;600.0,2890.0,3200.0;0.0;0;
cw_21;8.077;10.67;14.8;1520.0;318.0;735.0;0.78;290.0;20.0;33.0;0.1,380.0,0.5,280.0,1.0,240.0;-46352.0,92705.0;1;500.0,2200.0,2520.0;0.0;0;17.0,-12.0,14.0,-14.0
d3a1;10.195;14.53;34.94;2421.0;599.9;600.0;0.65;650.0;20.0;33.0;0.1,480.0,1.0,280.0;-65578.0,196735.0;1;650.0,2550.0,2800.0;0.0;0;18.0,-16.0,16.2,-15.2
d4y1;10.244;;;2326.0;790.0;750.0;;350.0;20.0;33.0;0.1,480.0,1.0,280.0;;1;450.0,2500.0,3000.0;0.0;0;
d4y2;10.244;;;2635.0;975.0;750.0;;350.0;20.0;33.0;0.1,480.0,1.0,280.0;;1;400.0,2800.0,3000.0;0.0;0;
d4y3;10.22;11.5;21.98;2249.0;759.0;750.0;0.75;350.0;20.0;33.0;0.1,480.0,1.0,280.0;-175970.0,234628.0;1;400.0,2600.0,3000.0;120.0;0;17.1,-15.2,16.773,-12.094
d_371;7.44;;;1424.0;313.0;;;560.0;0;33.0;0.1,520.0,1.0,240.0;;;;0.0;0;
d_371_hs9;7.44;;;1480.0;313.0;560.0;;560.0;0;33.0;0.1,520.0,1.0,240.0;;1;600.0,2400.0,2520.0;0.0;0;
d_373;7.44;;;1719.0;313.0;;;630.0;0;33.0;0.1,520.0,1.0,240.0;;;;0.0;0;
d_500;7.718;12.092;16.5;1414.0;210.0;576.0;0.67;577.0;0;33.0;0.1,410.0,1.0,270.0;-68900.0,111500.0;1;450.0,2600.0,2780.0;0.0;0;17.2,-15.0,18.2,-15.0
d_501;7.718;12.092;16.5;1432.0;210.0;576.0;0.67;577.0;0;33.0;0.1,410.0,1.0,270.0;-68900.0,111500.0;1;450.0,2600.0,2780.0;0.0;0;17.2,-15.0,18.2,-15.0
d_510;7.718;12.092;16.5;1417.0;210.0;576.0;0.67;577.0;0;33.0;0.1,410.0,1.0,270.0;-68900.0,111500.0;1;450.0,2401.0,2590.0;0.0;0;17.2,-15.0,18.2,-15.0
d_520;8.6;10.2;15.97;2036.0;470.88;800.0;0.82;320.0;20.0;33.0;0.1,400.0,0.5,340.0,1.0,280.0;-110166.0,164150.0;1;450.0,2400.0,2850.0;0.0;0;18.0,-12.0,17.0,-19.0
d_520_france;8.6;10.2;15.97;2036.0;470.88;800.0;0.82;320.0;20.0;33.0;0.1,400.0,0.5,340.0,1.0,280.0;-110166.0,164150.0;1;450.0,2400.0,2850.0;0.0;0;18.0,-12.0,17.0,-19.0
d_521;8.6;10.2;15.97;2255.0;330.0;800.0;0.75;340.0;20.0;33.0;0.1,400.0,0.5,340.0,1.0,280.0;-110166.0,131173.0;1;400.0,3000.0,3100.0;0.0;0;16.5,-15.0,15.0,-13.0
db_3a;14.79;21.44;64.5;5565.0;2750.0;600.0;0.75;320.0;0;33.0;0.1,480.0,0.5,380.0,1.0,280.0;-134480.0,268961.0;2;450.0,2370.0,2600.0;0.0;0;18.0,-15.0,16.0,-18.0
db_3a_china;14.79;;;5565.0;2750.0;;;320.0;0;33.0;0.1,480.0,0.5,380.0,1.0,280.0;;;;0.0;0;
db_3b;14.79;21.44;64.5;5565.0;2750.0;600.0;0.75;320.0;0;33.0;0.1,480.0,0.5,380.0,1.0,280.0;-134480.0,268961.0;2;450.0,2370.0,2600.0;0.0;0;18.0,-15.0,16.0,-18.0
db_7;14.32;18.694;43.1813;5480.0;886.0;665.0;0.703;296.0;20.0;33.0;0.1,445.0,1.0,296.0;-131700.0,263400.0;2;550.0,2700.0,2800.0;0.0;0;16.0,-15.5,14.5,-13.0
db_lk;9.78;21.6;56.87;7394.0;1200.0;580.0;0.65;320.0;0;33.0;0.1,380.0,1.0,280.0;-254722.0,445763.0;2;450.0,2370.0,2600.0;0.0;0;18.1,-13.0,17.5,-14.5
dh_110;16.33;15.24;60.2;12660.0;4673.0;1185.0;1.1;407.0;0;33.0;0.2,648.0,0.33,407.0,1.0,324.0;-420000.0,780000.0;1;2750.0,8000.0,10000.0;0.0;0;
do_17e_1;16.25;;;5127.0;839.0;;;450.0;20.0;33.0;0.1,520.4,1.0,320.4;;;;0.0;0;
do_17z_2;15.8;;;6031.0;1155.0;;;350.0;20.0;33.0;0.1,500.0,0.6,400.0,1.0,300.0;;;;0.0;0;
do_17z_7;15.8;;;6190.0;1825.0;;;350.0;20.0;33.0;0.1,500.0,0.6,400.0,1.0,300.0;;;;0.0;0;
do_217e_2;18.2;19.0;56.6;10024.0;2072.0;700.0;0.65;300.0;0;33.0;0.1,380.0,1.0,270.0;-314050.0,414050.0;2;450.0,2700.0,3100.0;0.0;0;15.0,-12.0,14.5,-14.0
do_217e_4;18.2;19.0;56.6;10024.0;2072.0;700.0;0.65;300.0;0;33.0;0.1,380.0,1.0,270.0;-314050.0,414050.0;2;450.0,2700.0,3100.0;0.0;0;15.0,-12.0,14.5,-14.0
do_217j_1;18.2;19.0;56.6;10127.0;2072.0;700.0;0.65;350.0;0;33.0;0.1,420.0,1.0,270.0;-314050.0,414050.0;2;450.0,2700.0,3100.0;0.0;0;15.0,-12.0,14.5,-14.0
do_217j_2;18.2;19.0;56.6;10127.0;2072.0;700.0;0.65;300.0;0;33.0;0.1,380.0,1.0,270.0;-314050.0,414050.0;2;450.0,2700.0,3100.0;0.0;0;15.0,-12.0,14.5,-14.0
do_217k_1;18.2;19.0;56.6;10043.0;2072.0;700.0;0.65;300.0;0;33.0;0.1,380.0,1.0,270.0;-314050.0,414050.0;2;600.0,2700.0,3000.0;0.0;0;15.0,-12.0,14.5,-14.0
do_217m_1;18.2;19.0;56.6;10279.5;2072.0;700.0;0.65;300.0;0;33.0;0.1,380.0,1.0,270.0;-451250.0,551250.0;2;500.0,2700.0,3200.0;140.0;0;15.0,-12.0,14.5,-14.0
do_217n_1;18.2;;;10279.5;2072.0;;;300.0;0;33.0;0.1,380.0,1.0,270.0;;;;140.0;0;
do_217n_2;18.2;;;10279.5;2072.0;;;300.0;0;33.0;0.1,380.0,1.0,270.0;;;;140.0;0;
do_335a_0;13.85;;;7383.0;1860.0;900.0;;285.0;0;33.0;0.1,450.0,0.5,340.0,1.0,280.0;;2;500.0,2700.0,2900.0;0.0;0;
do_335a_1;13.85;;;7356.0;1500.0;900.0;;285.0;0;33.0;0.1,450.0,0.5,340.0,1.0,280.0;;2;500.0,2700.0,2900.0;0.0;0;
do_335b_2;13.85;;;8320.0;1150.0;900.0;;285.0;0;33.0;0.1,450.0,0.5,340.0,1.0,280.0;;2;500.0,2700.0,2900.0;150.0;0;
douglas_a_1h;11.6839;15.24;37.1612;6025.0;1036.0;797.0;0.78;680.0;20.0;33.0;0.1,378.0,1.0,252.0;-202026.0,418060.0;1;600.0,2901.0,3120.0;63.0;0;15.2,-14.6,14.0,-15.3
douglas_ad_2;11.6839;15.24;37.1612;5132.0;1036.0;797.0;0.77;680.0;0;33.0;0.1,378.0,1.0,252.0;-156026.0,364060.0;1;600.0,2901.0,3120.0;63.0;0;15.2,-14.6,14.0,-15.3
douglas_ad_4;11.6839;15.24;37.1612;5605.0;1036.0;797.0;0.77;680.0;20.0;33.0;0.1,378.0,1.0,252.0;-156026.0,364060.0;1;600.0,2901.0,3120.0;63.0;0;15.2,-14.6,14.0,-15.3
douglas_ad_4_france;11.6839;15.24;37.1612;5605.0;1036.0;797.0;0.77;680.0;20.0;33.0;0.1,378.0,1.0,252.0;-156026.0,364060.0;1;600.0,2901.0,3120.0;63.0;0;15.2,-14.6,14.0,-15.3
douglas_ad_4na_france;11.6839;15.24;37.1612;5605.0;1036.0;797.0;0.77;680.0;0;33.0;0.1,378.0,1.0,252.0;-156026.0,364060.0;1;600.0,2901.0,3120.0;63.0;0;15.2,-14.6,14.0,-15.3
dummy_plane;8.5;9.74;17.136;2410.0;438.0;682.5;0.78;320.0;0;33.0;0.1,410.4,0.5,350.0,1.0,280.0;-120000.0,160000.0;1;500.0,2700.0,2800.0;0.0;0;18.0,-13.0,16.8,-14.5
e7k2;10.5;14.33;43.6;2100.0;663.0;400.0;0.6;400.0;20.0;33.0;0.1,520.4,1.0,320.4;-97020.0,97020.0;1;450.0,2540.0,3000.0;0.0;0;18.0,-15.0,17.0,-15.0
e8n2;8.81;10.98;26.5;1381.0;300.0;500.0;0.63;550.0;20.0;33.0;0.1,520.4,1.0,320.4;-127138.0,101120.0;1;450.0,2300.0,2650.0;0.0;0;17.0,-14.5,16.5,-13.0
ef_2000_aesa;19.4;11.0;51.4;11220.0;7110.0;1607.0;2.46;700.0;0;90.0;0.2,1018.0,1.0,481.0;-430000.0,810000.0;1;8500.0,13100.0,15500.0;0.0;0;37.0,-32.0,36.0,-31.0
ef_2000_block_10;19.4;11.0;51.4;11220.0;7110.0;1607.0;2.46;700.0;0;90.0;0.2,1018.0,1.0,481.0;-430000.0,810000.0;1;8500.0,13100.0,15500.0;0.0;0;37.0,-32.0,36.0,-31.0
ef_2000_typhoon_aesa;19.4;11.0;51.4;11220.0;7110.0;1607.0;2.46;700.0;0;90.0;0.2,1018.0,1.0,481.0;-430000.0,810000.0;1;8500.0,13100.0,15500.0;0.0;0;37.0,-32.0,36.0,-31.0
ef_2000a_aesa;19.4;11.0;51.4;11220.0;7110.0;1607.0;2.46;700.0;0;90.0;0.2,1018.0,1.0,481.0;-430000.0,810000.0;1;8500.0,13100.0,15500.0;0.0;0;37.0,-32.0,36.0,-31.0
er-2_ach30b_early;16.58;23.08;79.1;9053.0;3940.0;551.0;0.67;300.0;20.0;33.0;0.1,470.0,1.0,270.0;-148000.0,222000.0;1;500.0,2000.0,2200.0;0.0;0;13.5,-10.0,12.5,-10.0
er-2_m105_mv3;16.4;21.686;73.156;7236.0;3500.0;556.0;0.68;300.0;20.0;33.0;0.1,470.0,1.0,270.0;-148000.0,222000.0;1;450.0,2700.0,2850.0;0.0;0;13.5,-10.0,12.5,-10.0
er-2_m105_tat;16.4;21.686;73.156;7236.0;3500.0;556.0;0.68;300.0;20.0;33.0;0.1,470.0,1.0,270.0;-148000.0,222000.0;1;450.0,2700.0,2850.0;0.0;0;13.5,-10.0,12.5,-10.0
er-2_m105r_lu2b;16.4;21.686;73.156;7236.0;3500.0;556.0;0.68;300.0;20.0;33.0;0.1,470.0,1.0,270.0;-148000.0,222000.0;1;450.0,2700.0,2850.0;0.0;0;13.5,-10.0,12.5,-10.0
er-2_m105r_tat;16.4;21.686;73.156;7236.0;3500.0;556.0;0.68;300.0;20.0;33.0;0.1,470.0,1.0,270.0;-148000.0,222000.0;1;450.0,2700.0,2850.0;0.0;0;13.5,-10.0,12.5,-10.0
etendard_4m;14.35;9.6;28.38;6460.0;2618.0;1263.0;1.35;426.0;20.0;90.0;0.2,1300.0,0.9,389.0,1.0,389.0;-190000.0,480000.0;1;2750.0,8400.0,10000.0;0.0;0;22.0,-17.0,22.0,-17.0
f-100a_china;13.533;;;9039.0;2193.5;;;447.0;0;33.0;0.2,620.4,1.0,435.0;;1;5400.0,9810.0,10400.0;0.0;0;
f-4c;17.0;;;13190.0;7714.0;;;463.0;0;33.0;0.1,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4e;17.0;;;13990.0;7714.0;;;463.0;20.0;33.0;0.2,1500.0,0.33,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4e_iaf;17.0;;;13990.0;7714.0;;;463.0;20.0;33.0;0.2,1500.0,0.33,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4ej;17.0;;;13750.0;7714.0;;;463.0;0;33.0;0.1,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4ej_kai;17.0;;;13750.0;7714.0;;;463.0;0;33.0;0.1,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4f;17.0;;;14160.0;7171.0;;;463.0;20.0;33.0;0.2,1500.0,0.33,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4f_kws_lv;17.0;;;14160.0;7171.0;;;463.0;20.0;33.0;0.2,1500.0,0.33,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4j;17.0;;;13990.0;7740.0;;;463.0;20.0;33.0;0.2,1625.0,0.3,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4jk;17.0;;;13990.0;7740.0;;;463.0;20.0;33.0;0.2,1625.0,0.3,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-4k;17.0;;;13490.0;7690.0;;;463.0;0;33.0;0.1,625.0,1.0,463.0;;1;5000.0,12500.0,15000.0;0.0;0;
f-4m_fgr2;17.0;;;13430.0;7690.0;;;463.0;0;33.0;0.1,625.0,1.0,463.0;;1;5000.0,12500.0,15000.0;0.0;0;
f-4s;17.0;;;13990.0;7714.0;;;463.0;20.0;33.0;0.2,1625.0,0.3,625.0,1.0,463.0;;1;3000.0,7650.0,10000.0;0.0;0;
f-5e_switzerland;14.68;8.14;17.28;4830.0;4524.0;1458.0;1.75;482.0;20.0;99.0;0.2,1203.0,1.0,463.0;-180000.0,390000.0;1;5500.0,16500.0,17500.0;0.0;0;22.0,-20.0,20.0,-19.0
f-80;10.49;;;4160.0;1275.0;;;380.0;20.0;33.0;0.1,560.0,1.0,360.0;;;;227.0;0;
f-80a;10.49;;;3980.0;1275.0;;;380.0;20.0;33.0;0.1,560.0,1.0,360.0;;;;0.0;0;
f-82e;11.8872;15.621;37.944;7270.0;1691.17;854.0;0.82;314.0;20.0;33.0;0.2,651.0,0.4,450.0,0.6,370.0,0.8,297.0,1.0,265.0;-503965.0,503965.0;2;600.0,3200.0,3300.0;90.0;0;18.5,-15.0,14.0,-16.0
f-84b;11.3;11.2;24.2;4810.0;1303.0;1044.75;0.87;320.0;20.0;33.0;0.1,550.0,1.0,350.0;-175000.0,340000.0;1;2000.0,7700.0,8000.0;0.0;0;15.0,-14.0,14.5,-11.0
f-84f;13.23;;;6545.0;1700.0;1300.0;;417.0;20.0;33.0;0.1,550.0,1.0,417.0;;1;3000.0,8300.0,9000.0;0.0;0;
f-84g;11.3;11.2;24.2;5450.0;1303.0;1044.75;0.87;320.0;20.0;33.0;0.1,550.0,1.0,350.0;-175000.0,370000.0;1;2000.0,8000.0,8500.0;0.0;0;15.0,-14.0,14.5,-11.0
f-84g_france;11.3;;;5450.0;1303.0;;;320.0;20.0;33.0;0.1,550.0,1.0,350.0;;;;0.0;0;
f-86_canadair_german;11.42;11.97;28.2;5330.0;1284.3;1170.0;1.2;350.0;20.0;33.0;0.1,620.4,1.0,350.4;-203792.0,390000.0;1;3000.0,7800.0,10000.0;0.0;0;17.1,-14.0,15.0,-17.0
f-86_cl_13b_mk6;11.42;11.32;28.2;5178.0;1284.3;1170.0;1.2;350.0;20.0;33.0;0.1,620.4,1.0,350.4;-203792.0,390000.0;1;3000.0,7800.0,10000.0;0.0;0;17.1,-14.0,15.0,-17.0
f-86a-5;11.42;11.97;26.76;4900.0;1284.3;1118.0;1.1;350.0;20.0;33.0;0.1,620.4,1.0,350.4;-203792.0,353792.0;1;3000.0,7950.0,10000.0;0.0;0;17.8,-14.0,16.5,-17.0
f-86e;11.42;11.97;26.76;4940.0;1284.3;1118.0;1.1;350.0;20.0;33.0;0.1,620.4,1.0,350.4;-203792.0,353792.0;1;3000.0,7950.0,10000.0;0.0;0;17.8,-14.0,16.5,-17.0
f-86f-2;11.42;11.97;28.2;5570.0;1284.3;1170.0;1.2;350.0;20.0;33.0;0.1,620.4,1.0,350.0;-203792.0,390000.0;1;3000.0,7950.0,9000.0;0.0;0;17.1,-14.0,15.0,-17.0
f-86f-25;11.42;11.97;28.2;5430.0;1284.3;1170.0;1.2;350.0;20.0;33.0;0.1,620.4,1.0,350.0;-203792.0,390000.0;1;3000.0,7950.0,9000.0;0.0;0;17.1,-14.0,15.0,-17.0
f-86f-40_japan;11.42;11.97;29.2;5490.0;1284.3;1170.0;1.2;350.0;20.0;33.0;0.1,620.4,1.0,350.0;-203792.0,390000.0;1;3000.0,7950.0,9000.0;0.0;0;18.9,-14.0,16.0,-17.0
f-86k;12.49;11.917;28.2;6430.0;1806.0;1187.0;1.25;350.0;20.0;33.0;0.1,620.4,1.0,370.0;-125000.0,345000.0;1;3000.0,7950.0,9000.0;0.0;0;17.9,-14.0,16.0,-17.0
f-89b;16.3068;;;11780.0;4597.0;;;379.0;20.0;33.0;0.2,554.4,0.33,447.5,1.0,379.0;;1;3200.0,7910.0,8140.0;0.0;0;
f-89d;16.4084;;;12509.0;5378.0;;;379.0;20.0;33.0;0.2,554.4,0.33,447.5,1.0,379.0;;1;4000.0,8010.0,8240.0;0.0;0;
f-8e;16.52;10.8204;34.84;8849.0;4156.0;1555.0;2.1;428.0;20.0;33.0;0.1,1170.0,0.2,1070.0,0.3,730.0,1.0,583.0;-312200.0,666086.0;1;3650.0,6400.0,6520.0;0.0;0;23.5,-22.5,17.0,-20.0
f-8e_fn;16.52;10.8204;34.84;8980.0;4156.0;1555.0;2.1;428.0;20.0;33.0;0.1,1170.0,0.2,1070.0,0.3,730.0,1.0,583.0;-312200.0,666086.0;1;3650.0,6400.0,6520.0;0.0;0;23.5,-22.5,16.0,-20.5
f1;16.55;7.88;21.18;6540.0;2982.0;1365.0;1.85;485.0;0;33.0;0.2,735.0,0.33,556.0,1.0,450.0;-213500.0,510500.0;1;5200.0,13600.0,14100.0;0.0;0;32.0,-24.0,29.5,-22.0
f11f_1_late;13.49;;;6520.0;3016.0;1389.0;;447.0;0;33.0;0.2,720.0,1.0,500.0;;1;3600.0,8300.0,8800.0;0.0;0;
f13t_2s;8.5;9.5;17.0;1200.0;300.0;1000.0;1.0;320.0;0;33.0;0.1,410.4,0.5,350.0,1.0,280.0;-120000.0,160000.0;2;400.0,2500.0,3197.99;0.0;0;
f1m2;9.5;11.0;28.6;1962.7;350.0;550.0;0.45;450.0;20.0;33.0;0.1,370.0,1.0,240.0;-69335.0,124800.0;1;400.0,2600.0,2900.0;0.0;0;16.5,-12.9,16.0,-15.0
f2a-1;7.833;;;2080.0;430.0;;;720.0;20.0;33.0;0.1,460.0,1.0,260.0;;;;0.0;0;
f2a-3;7.833;10.67;19.4074;2680.0;430.0;761.0;0.8;720.0;20.0;33.0;0.1,460.0,1.0,260.0;-70119.0,190119.0;1;400.0,2500.0,2600.0;0.0;0;17.5,-16.3,17.5,-14.0
f2g-1;10.31;;;4981.0;836.0;885.0;;720.0;20.0;60.0;0.2,382.0,0.33,324.0,1.0,248.0;;1;1200.0,2700.0,3060.0;0.0;0;
f2h-2;12.4;;;5620.0;3475.0;;;342.0;20.0;33.0;0.1,525.0,1.0,325.0;;;;0.0;0;
f3d_1;13.84;;;7290.0;3674.0;;;314.0;20.0;33.0;0.1,460.0,1.0,314.0;;;;0.0;0;
f3f-2;7.09;;;1595.0;366.0;810.0;;320.0;0;33.0;0.1,420.4,1.0,420.4;;1;500.0,2200.0,2520.0;0.0;0;
f3h-2;17.95;;;9840.0;4440.0;1296.0;;463.0;20.0;33.0;0.2,1500.0,0.25,833.0,1.0,370.0;;1;3000.0,6100.0,7500.0;0.0;0;
f4d-1;13.9;10.2;48.0;7130.0;1887.0;1283.0;1.55;407.0;20.0;33.0;0.1,2550.0,1.0,2320.0;-150000.0,380000.0;1;3600.0,6050.0,6520.0;0.0;0;24.0,-21.0,28.0,-22.0
